Unnamed: 0,speaker,sentence,dialect,dialect_norm
swissdial,504,kochti knödel wärded zäme met ei gmacht ond kochti härdöpfel hüfig als brothärdöpfel agrechtet.,ch_lu,LU
swissdial,505,"wiiterhin heder d musig zo ""wer hed üse dinosaurier klaut?"" komponiert.",ch_lu,LU
swissdial,506,d ferma hed i dere ziit zode grosse dütsche wärchstett vom spotromantische orgelbou ghört.,ch_lu,LU
swissdial,507,die hend d entweckler vo philips ständig i ehrem portmonnaie gha.,ch_lu,LU
swissdial,508,alli note onderlegged em uhrheberrächt vode bangladesh bank.,ch_lu,LU
swissdial,509,bede improvisation em jazz wärded ab ond zue einzelni phrase zitiert.,ch_lu,LU
swissdial,510,"de staudamm hätt selle ede flossbiegig ""aicher glänk"" entstoh.",ch_lu,LU
swissdial,511,är henderloht sini frau ond ehre gmeinsami sohn.,ch_lu,LU
swissdial,512,vom gschmack här esch de gälbi chartreuse süesser ond melder als de chräftigi grüeni.,ch_lu,LU
swissdial,513,positiv förs portemonnaie ond d omwält.,ch_lu,LU
swissdial,514,"di beshärige note sind zwar emmer no göltig, wärded aber nohdisnoh izoge.",ch_lu,LU
swissdial,515,"sogar mönsche, wo täglech met side arbeited, versäged ab ond zue.",ch_lu,LU
swissdial,516,"mer hed dänkt, dass wie de onderchefer au de oberchefer afänglech en glänk-symphyse gha heig.",ch_lu,LU
swissdial,517,uf dem gepfel heder sech met ehne ufen gmeinsami nationali wertschaftspolitik geiniget.,ch_lu,LU
swissdial,518,au sini blätter wärded als gmües bruucht.,ch_lu,LU
swissdial,519,d irechtig esch rustikal ond gmüetlech.,ch_lu,LU
swissdial,520,"weder erholt, eschmer am obig uf de harzborg zom gmüetleche teil öberegange.",ch_lu,LU
swissdial,521,"verhaltet sech en anderi reihe au so, denn esch sie au konvergänt.",ch_lu,LU
swissdial,522,luut em wertschaftethiker thomas beschorner wärded ondernähme zuenähmend zo politische akteure.,ch_lu,LU
swissdial,523,"en zwoiter linie leggi de ball aber au bede anderne parteie, onderanderem au de sp.",ch_lu,LU
swissdial,524,bsonders ide romandie hend di grüene chönne ponkte.,ch_lu,LU
swissdial,525,nor scho d beschaffig vode flogzüüg duuri 12 johr.,ch_lu,LU
swissdial,526,das esch de status wo au för d zuekonft gelt.,ch_lu,LU
swissdial,527,hed d politik ide letzte johr disbezöglech verseid?,ch_lu,LU
swissdial,528,das hed sech am zistigobig zeigt.,ch_lu,LU
swissdial,529,de usgang vode ständerotswahl en gänf esch no offe.,ch_lu,LU
swissdial,530,"är kritisiert glichziitig, dass de damals chostegönstigsti sieger gripen vo saab us de evaluation usgschlosse worde seg.",ch_lu,LU
swissdial,531,"dezue chömed nedmaterieli wärt wie sälbstverwerklechong, sennsteftendi tätigkeite, onf usglich zwöschetem bruefs- ond privatläbe.",ch_lu,LU
swissdial,532,rond ei millione mol esch dä clip aklickt worde.,ch_lu,LU
swissdial,533,"aber trotzdem esches kei zuefall, dass sie 2015 ehre walkampf no met emene oldtimer gmacht hend ond jetzt met emene e-bike.",ch_lu,LU
swissdial,534,"es send vorallem jongi italiänerinne ond italiäner, hüfig met ere guete schuel- oder universitätsusbeldig.",ch_lu,LU
swissdial,535,i dere hisecht esch chile s schlossliecht en latinamerika.,ch_lu,LU
swissdial,536,"das de gender report onderem strech en liechti verbesserig för d fraue azeigt, esch au uf d politik zrogg zfüehre.",ch_lu,LU
swissdial,537,"de fraueateil esch bescheide, nor guet en viertel vode teilnähmende esch wiiblech.",ch_lu,LU
swissdial,538,de ehemoilg hotelier em zentrom vom impeachment-storm.,ch_lu,LU
swissdial,539,"wemmer aber be erstwähler goht go froge, trefft mer uf begeisterig, vorfreud ond stolz uf d demokratie.",ch_lu,LU
swissdial,540,"ech dänke, ech ha de job en bärn au grad dorom öbercho, well ech erfahrig em omgang met vip's ha.",ch_lu,LU
swissdial,541,sie esch aber ned im notfallmodus.,ch_lu,LU
swissdial,542,1997 escher chefarzt vom psychiatrisch-psychologische dienst em amt för justizvollzog vom kanton zöri worde.,ch_lu,LU
swissdial,543,s strofrächt esch emmer nor s letzte mettel.,ch_lu,LU
swissdial,544,di stemmberächtigte hend en entsprächendi volksinitiative ganz knapp abglehnt.,ch_lu,LU
swissdial,545,tatsach esch aber das d reynard ede westschwiiz sehr populär esch.,ch_lu,LU
swissdial,547,d sp esch for zwölf johr schomol am gliche ponkt gsi wie höt.,ch_lu,LU
swissdial,548,d charte wärded im stüürwettbewerb aso neu gmeschlet.,ch_lu,LU
swissdial,549,damals esch d partei ersch i sächs gmeinde ufem erste platz gläge.,ch_lu,LU
swissdial,550,för en mehrheit bruched di grüene aso alli stemme vode sp ond glp ond e mehrheit vode cvp.,ch_lu,LU
swissdial,551,"de bondesrot hed au aköndiget, dass d schwiiz bes 2050 mues klimaneutral wärde.",ch_lu,LU
swissdial,552,am fritig am zwölfi am obig lauf d igabefrest för d kandidate ab.,ch_lu,LU
swissdial,553,stemmt das?,ch_lu,LU
swissdial,554,au ech ha i dem parlamänt chönne zuestemme.,ch_lu,LU
swissdial,555,"zode aktuelle online-kampagne vode cvp meint d mariann binder, das seg legitime wahlkampf.",ch_lu,LU
swissdial,556,de ducrot leitet set 2011 d friburger verchersbetreb.,ch_lu,LU
swissdial,557,"gsamfhaft fended 27 prozänd, d fdp mös ufne setz verzechte, 20 prozänt wend de svp en setz wäg näh.",ch_lu,LU
swissdial,558,ensgesamt geds aso en liechte rotsch rechtig grüen-lenggs ide waadt.,ch_lu,LU
swissdial,559,ech be happy do.,ch_lu,LU
swissdial,560,"""es heisst mobile individualverchehr, es gohd aso om individue"", seit de burgener.",ch_lu,LU
swissdial,561,de zwoiti wahlgang versprecht aso einiges a spannig.,ch_lu,LU
swissdial,563,"de fall hauert esch ned us heiterem hemmel gheit, är hed vellmeh en systemfähler offegleit.",ch_lu,LU
swissdial,564,"als ""methusalm"" chamer hingäge de gustave ador bezeichne, wo 1917 em stattleche alter vo 72 zo ehre cho esch.",ch_lu,LU
swissdial,565,"mönd chlispaarer aso bald zahle, wenn sie gäld uf de bank wennd parkiere?",ch_lu,LU
swissdial,566,sie esch au bekannt als gsondheitspolitikerin ond al smetgled vode gsondheitskommission.,ch_lu,LU
swissdial,569,"""ech verbrönne, was ech fende - autoreife, schueh, chleider"". em momänt segs dosse wärmer als denne.",ch_lu,LU
swissdial,570,vorhär seged spelsache chum je noch gschlächt agfertiged ond aprese worde.,ch_lu,LU
swissdial,571,"de werner salzmann esch glehrte landwert, set 2007 escher bede stürverwaltig vom kanton bärn chefexpert landwertschaft.",ch_lu,LU
swissdial,572,trotzdem hends ehre röcktrett ersch nach de ständerotswahle em kanton friburg welle kommuniziere.,ch_lu,LU
swissdial,573,de betrebsökonom politisiert set 2002 ide chline chammere.,ch_lu,LU
swissdial,574,"är füehrt üs dör sis wat, wo ufenere betonplattform em meer stoht.",ch_lu,LU
swissdial,575,neui wärded chum no gschlosse.,ch_lu,LU
swissdial,576,s trudi gerster esch wie d greta thunberg gsi.,ch_lu,LU
swissdial,577,"d ziitig berueft sech debie ufnes schriibe, wo de chond vode bank ändi novämber öbercho hed.",ch_lu,LU
swissdial,578,"em bondesgrecht das urteil z erfahre, seg es highlight gsi, seit de binder em gspröch met srf.",ch_lu,LU
swissdial,579,söscht hed de us-presidänt i sinere red no d erfolg vo sinere regierig ufzellt.,ch_lu,LU
swissdial,580,"em zentrom stoht d frog, was d schwiizer behörde gwösst hend.",ch_lu,LU
swissdial,581,"wemmer met wösseschaftler redt, säged die, dass mers wahrschinlech ned schaffed.",ch_lu,LU
swissdial,582,"fuetter pflanzt er sälber ah, sine hof esch zemmlech gross nach bulgarische massstäb.",ch_lu,LU
swissdial,583,anita brechbühl: ech fendes en europa grondsätzlech ned schwerig.,ch_lu,LU
swissdial,584,oder esches en mythos?,ch_lu,LU
swissdial,585,"medem erfolg esch aber au verantwortig verbonde, betont d rytz i ehrere asproch.",ch_lu,LU
swissdial,586,d wort vode sommermönet juli ond august.,ch_lu,LU
swissdial,587,wie gönd sie demet om?,ch_lu,LU
swissdial,588,"aber solang de gsetzgäber ned vorschribt, dass mer omwältfröndlecheri pyrotechnik mues ha, entscheidet emmer de priis.",ch_lu,LU
swissdial,589,aber abgschlosse send d berotige met dem no lang ned.,ch_lu,LU
swissdial,590,was heisst extremi armuet?,ch_lu,LU
swissdial,591,"sie esch scho en trägi sach, d schwiizer politik.",ch_lu,LU
swissdial,592,bede swisscom send d erwartige höcher als be anderne abieter.,ch_lu,LU
swissdial,593,"machemer industriepolitik öbers vbs nor för es par grossi dütschschwizer ondernähme oder för alli landesteil?"", hed de levrat gforgt.",ch_lu,LU
swissdial,594,ond das esch em alltag öberall spörbar.,ch_lu,LU
swissdial,595,d bondesröt träffed sowjetischi ond russischi minister.,ch_lu,LU
swissdial,596,"d fdp hed de marco de col nominiert, d cvp ond csp hend de öberparteilech ufgstellti cvp-mah peter krummenacher onderstötzt.",ch_lu,LU
swissdial,597,"es ged vell anderi persone ond persönlechkeite ennerhalb vode svp, wo zom zog chömed.",ch_lu,LU
swissdial,598,di 36-jöhrig greta gysin zieht is parlamänt ih.,ch_lu,LU
swissdial,599,esch en trennig vo dene beide ebene ned problematisch?,ch_lu,LU
swissdial,600,mer hend met vell vertrouleche dokumänt ztue.,ch_lu,LU
swissdial,601,das esch ehri dretti kandidatur för de ständerot.,ch_lu,LU
swissdial,602,s gspröch hed de michael stähli gfühert.,ch_lu,LU
swissdial,603,"d klimaschotzwoche: d ""earth strike""-demonstratione send s finale vode internationale klimaschotzwoche ""week for future"".",ch_lu,LU
swissdial,604,"de patrick hofstetter, klimaschotz-experte bem wwf schwiiz, esch aber entüscht vode konferänz en madrid.",ch_lu,LU
swissdial,605,för d silvia schneider ond d claudia schrephfer stönd d chance uf schadensersatz schlächt.,ch_lu,LU
swissdial,606,wie hüüfig hend sie met ehre scho öber d schwiiz gredt?,ch_lu,LU
swissdial,607,d kandidatur vom david roth döfft vorussechtlech nor ossesiiterchance ha.,ch_lu,LU
swissdial,608,"so löhnd sech bruef, studium ond aktivi politik besser vereine.",ch_lu,LU
swissdial,609,"ehre vater hed das ned so empfonde, seid d milanovic.",ch_lu,LU
swissdial,610,"ech dänke, vorallem mer jonge hend jetzt gnueg vo de ewige diskussione.",ch_lu,LU
swissdial,611,"s amt esch öffentlech usgschrebe gsi, wie de bondesrot metteilt hed.",ch_lu,LU
swissdial,612,s interview hed de roger steinemann gfüehrt.,ch_lu,LU
swissdial,613,"flexibli priise: am mettag, wenn d sonne am stärchste schiint, produziered d solaralage bispelswiis au vell strom.",ch_lu,LU
swissdial,614,spöter wett mer de tribstofftransport nach zöri uf d schene verlegge.,ch_lu,LU
swissdial,615,met de grosse ossepolitische chelle cha de eggenberger aber ned arüehre.,ch_lu,LU
swissdial,616,duell cvp gäge svp: mehreri politiker ond e politiekerin wennd id fuessabdröck vom abträtende konrad graber vode svp stoh.,ch_lu,LU
swissdial,617,de vorsprong uf das absolute mehr esch au össerst knapp gsi.,ch_lu,LU
swissdial,618,"är esch trotz de defizit wo ehm aglastet worde send, gwählt worde.",ch_lu,LU
swissdial,619,"es esch emol es härzigs meitli gsi, wo met sim mami em dorf gläbt hed.",ch_lu,LU
swissdial,620,"sini grossmueter hed ehm es rots chäppli gschänkt, wo so guet zo ehm passt hed, dasses nüt anders meh hed welle alegge.",ch_lu,LU
swissdial,621,"so hend em meitli alli ""rotchäppli"" gseit.",ch_lu,LU
swissdial,622,"plötzlech hed ehm sis mami gseit: ""rotchäppli, do esch es stöck chueche ond e fläsche wii.",ch_lu,LU
swissdial,623,breng das zom grossmami use.,ch_lu,LU
swissdial,624,"sie esch chrank ond schwach, ond das werd sie weder ufpäppele.",ch_lu,LU
swissdial,625,"wennd usem dorf chonsch, laufsch aständig ond chonschmer ned vom wäg ab.",ch_lu,LU
swissdial,626,"sösch gheisch om ond machsch d fläsche kabott ond s arme grossmami hed nüt.""",ch_lu,LU
swissdial,627,s rotchäppli hed gnickt ond hed sech ufe wäg gmacht.,ch_lu,LU
swissdial,628,em wald hed si en böse wolf troffe.,ch_lu,LU
swissdial,629,"""guete morge rotchäppli!"" hed de wolf gseit.",ch_lu,LU
swissdial,630,"""danke vell mol!"" hed s rotchäppli gantwortet, es hed de wolf ned kennt ond ned gwösst, daser sones böses tier esch.",ch_lu,LU
swissdial,631,"de wolf hed gfrogt, wos rotchäppli döregieng.",ch_lu,LU
swissdial,632,"es hed gantwortet: ""ech brenge min grossmami wii ond chueche, sie esch chrank ond das werdere weder chraft gäh"".",ch_lu,LU
swissdial,633,"""guet!"", hed sech de wolf dänkt.",ch_lu,LU
swissdial,634,"""d grossmueter ond s rotchäppli, die schnapp ech beidi!"".",ch_lu,LU
swissdial,635,"de wolf hed em rotchäppli gseit, es sell doch d blueme rondome aluege.",ch_lu,LU
swissdial,636,"s rotchäppli hed omegluegt ond dänkt, dass fröschi blueme em grossmami secher wörded guet tue.",ch_lu,LU
swissdial,637,s meitli hed ei schöni blueme nach de anere gseh ond esch so emmer wiiter vom wäg ab cho ond emmer tüüfer i wald ine gange.,ch_lu,LU
swissdial,638,"de wolf esch zom huus vode grossmueter gange ond hed ad töre klopft: ""grossmami, do esch s rotchäppli!",ch_lu,LU
swissdial,639,"ech brenge der wii ond chueche, mach uf!""",ch_lu,LU
swissdial,640,"d grossmueter hed gantwortet: ""ech be z schwach zom ufstoh, mach d töre eifach sälber uf!""",ch_lu,LU
swissdial,641,"de bösi wolf hed uf gmacht, ond esch schnell zom bett vode grossmueter gange ond hed sie ufgässe.",ch_lu,LU
swissdial,642,"de wolf hed d chleider vode grossmueter agleit, ehri huube agleit, ond sech is bett gleit ond ufs rotchäppli gwartet.",ch_lu,LU
swissdial,643,"wo s rotchäppli bem huus vode grossmueter acho esch, heds sech gfogt, werom das d huustööre offe gsi esch.",ch_lu,LU
swissdial,644,"""dass ech dech besser cha ghöre!""",ch_lu,LU
swissdial,645,"""grossmami, was hesch du för grossi auge!""",ch_lu,LU
swissdial,646,"""dass ech dech besser cha gseh!""",ch_lu,LU
swissdial,647,"""grossmueter, was hesch du förnes grosses muul!""",ch_lu,LU
swissdial,648,"wo de wolf kei appetit meh gha hed, escher is bett gläge, igschlofe ond hed luut afo schnarche.",ch_lu,LU
swissdial,649,"das hed de jäger, wo am huus verbie cho esch, ghört.",ch_lu,LU
swissdial,650,"""wie luut di alti frau scharchlet!"", heder dänkt.",ch_lu,LU
swissdial,651,"de jäger esch is huus gange, zom luege öb ehre öppis fähli ond hed gseh, wie de grossi bösi wolf met sim decke buuch em bett vode grossmueter gschlofe hed.",ch_lu,LU
swissdial,652,"wie lang han ech dech scho gsuecht!"" hed sech de jäger dänkt ond hed met sinere böchse agleit.",ch_lu,LU
swissdial,653,"denn eschem igfalle, dass de wolf velecht di arm grossmueter gfrässe hed.",ch_lu,LU
swissdial,654,är hed e schäär gnoh ond hed de decki buuch vom wolf ufgschnette.,ch_lu,LU
swissdial,655,sofort heder s rotchäppli gseh.,ch_lu,LU
swissdial,656,nach es par schnett hed sech s meitli chönne befreie.,ch_lu,LU
swissdial,657,"""heia, wie benech verschrocke, es esch so donkel em buch vom wolf gsi!"" hed s rotchäppli gseid.",ch_lu,LU
swissdial,658,mer hed au chönne d grossmueter usem buch vom wolf rette.,ch_lu,LU
swissdial,659,"de jäger, s rotchäppli ond d grosmuetter hend grossi stei gholt ond hend demet de buch vom wolf gföllt.",ch_lu,LU
swissdial,660,"woner ufgwachet esch, heder welle fortspringe, aber d stei i sim buuch send so schwär gsi, daser grad zämegsonke esch ond tod omgheit esch.",ch_lu,LU
swissdial,661,de jäger hedem sine pelz abzoge ond esch demet hei gange.,ch_lu,LU
swissdial,662,d grossmueter hed de chueche gässe ond de wiit ronke ond sech weder erholt.,ch_lu,LU
swissdial,663,"s rotkäppli hed sech dänkt, dasses niemeh werd de wäg verloh, wos eigentlech sett goh.",ch_lu,LU
swissdial,664,d landwertschaftsfläche präged s landschaftsbeld vom schwiizer mettelland.,ch_lu,LU
swissdial,665,di grösste wälder vode schwiiz send em tessin ond em jura.,ch_lu,LU
swissdial,666,"de biber fendet ide alte jone emmer no gnueg platz zom läbe, eschmer bem kanton aargau öberzügt.",ch_lu,LU
swissdial,667,"vorallem, wenns ide nöchi scho weldi orchidee ged.",ch_lu,LU
swissdial,668,"es fallt nor wenig mönsche uf, öb es par wölf oder schof meh oder weniger dör d gägend ziehnd.",ch_lu,LU
swissdial,669,elefante wärded bes höt wägem elfebei ond em fleisch gwelderet.,ch_lu,LU
swissdial,670,de glehrti gärtner esh öber d forstpflanzezocht zo de forschigsastalt cho.,ch_lu,LU
swissdial,671,de theo schniider empfoohd de reto scherrer med kläng us sim karbon alphorn.,ch_lu,LU
swissdial,672,"s warnscheld ""wildwächsel"" zeigt wenig werkig.",ch_lu,LU
swissdial,673,"de verglich, dass tusigi schoof be omfäll stärbed, esch för de ruppen ""pervers"".",ch_lu,LU
swissdial,674,"wemmer weniger döngt, als d pflanze bruched, wachseds weniger.",ch_lu,LU
swissdial,675,set vier johr hed d mona vetsch en schrebergarte.,ch_lu,LU
swissdial,676,rond vier prozänt vode mastchälber stärbed dorom früehzitig.,ch_lu,LU
swissdial,677,"ond tatsächlech lönd sech emmer meh lüüt gäge, di vo zägge öbertreiti, enzephalitis empfe.",ch_lu,LU
swissdial,678,wenns nass esch fended d insekte i siner blüete en onderschlopf oder es bett förd nacht.,ch_lu,LU
swissdial,679,allerdengs send d röhredorchmässer för vell biinliarte z gross.,ch_lu,LU
swissdial,680,be de vögel esches hüüfig eso: di wüeste arte hend e schönere gsang ond di schönere arte en wüestere gsang.,ch_lu,LU
swissdial,682,"s füür bedroht ned nor d tier, sondern au d mönsche ond ehri gsondheit.",ch_lu,LU
swissdial,683,zägge geds onderdesse fast öberall.,ch_lu,LU
swissdial,684,s exotische reptil esch döt uf jede fall en bester gsellschaft.,ch_lu,LU
swissdial,685,"""sie hed de begreff als abwärtend empfonde"", eklährt ehri tochter.",ch_lu,LU
swissdial,686,dezue sends hüfig en schwärm onderwägs.,ch_lu,LU
swissdial,687,breitblättrige fengerworz - die orchidee esch ide schwiiz gschötzt.,ch_lu,LU
swissdial,688,"es suubers bohrloch geds nomme, wemmer siitlech is holz bohrt.",ch_lu,LU
swissdial,689,de laubfrosch ghört zode bekanntiste amphibie en metteleuropa ond esch sträng gschötzt.,ch_lu,LU
swissdial,690,"hüfig, seider, brüchted d buure meh muet als gäld.",ch_lu,LU
swissdial,691,"well nor en chueh, wones chälbli gebohre hed, ged melch.",ch_lu,LU
